"timestamp","device_id","CPU_T","CPU_Usage","RAM_Total","RAM_Used","RAM_Free","DISK_Total","DISK_Used_Space","DISK_Used_Perc"
"12/1/2025 20:54:14.1","UTA-IOB-Air-Gregory","24.6","66.6","944.1","163.6","535.4","28","6.3","24"
"12/1/2025 20:49:14.1","UTA-IOB-Air-Gregory","24.6","66.6","944.1","163.6","535.4","28","6.3","24"
"12/1/2025 20:44:14","UTA-IOB-Air-Gregory","24.6","66.6","944.1","163.6","535.4","28","6.3","24"
"12/1/2025 20:39:14","UTA-IOB-Air-Gregory","24.6","66.6","944.1","163.6","535.4","28","6.3","24"
"12/1/2025 20:34:13.1","UTA-IOB-Air-Gregory","24.6","66.6","944.1","163.6","535.4","28","6.3","24"
"12/1/2025 20:23:34.1","UTA-IOB-Air-Gregory","24.6","66.6","944.1","163.6","535.4","28","6.3","24"
"12/1/2025 20:13:47.1","UTA-IOB-Air-Gregory","25.7","66.6","944.1","233.6","396.4","28","6.4","24"
"12/1/2025 20:03:40.1","UTA-IOB-Air-Gregory","23.6","66.6","944.1","162.4","540.1","28","6.4","24"
"12/1/2025 19:47:14.1","UTA-IOB-Air-Gregory","25.2","66.6","944.1","230.8","403.3","28","6.4","24"
"12/1/2025 19:47:06","UTA-IOB-Air-Gregory","22","66.6","944.1","162.3","543.6","28","6.4","24"
"12/1/2025 19:45:47","UTA-IOB-Air-Hillcrest","34.9","66.6","944.1","276.1","78.1","28","6.4","24"
"12/1/2025 19:45:11.1","UTA-IOB-Air-Gregory","23.6","66.6","944.1","235.4","398.2","28","6.4","24"
"12/1/2025 19:40:46.1","UTA-IOB-Air-Hillcrest","34.9","66.6","944.1","276.1","78.1","28","6.4","24"
"12/1/2025 19:40:11.1","UTA-IOB-Air-Gregory","23.6","66.6","944.1","235.4","398.2","28","6.4","24"
"12/1/2025 19:35:46.1","UTA-IOB-Air-Hillcrest","34.9","66.6","944.1","276.1","78.1","28","6.4","24"
"12/1/2025 19:35:11.1","UTA-IOB-Air-Gregory","23.6","66.6","944.1","235.4","398.2","28","6.4","24"
"12/1/2025 19:30:46","UTA-IOB-Air-Hillcrest","34.9","66.6","944.1","276.1","78.1","28","6.4","24"
"12/1/2025 19:30:11","UTA-IOB-Air-Gregory","23.6","66.6","944.1","235.4","398.2","28","6.4","24"
"12/1/2025 19:25:46","UTA-IOB-Air-Hillcrest","34.9","66.6","944.1","276.1","78.1","28","6.4","24"
"12/1/2025 19:25:11","UTA-IOB-Air-Gregory","23.6","66.6","944.1","235.4","398.2","28","6.4","24"
"12/1/2025 19:20:45.1","UTA-IOB-Air-Hillcrest","34.9","66.6","944.1","276.1","78.1","28","6.4","24"
"12/1/2025 19:20:10.1","UTA-IOB-Air-Gregory","23.6","66.6","944.1","235.4","398.2","28","6.4","24"
"12/1/2025 19:15:45","UTA-IOB-Air-Hillcrest","34.9","66.6","944.1","276.1","78.1","28","6.4","24"
"12/1/2025 19:15:10.1","UTA-IOB-Air-Gregory","23.6","66.6","944.1","235.4","398.2","28","6.4","24"
"12/1/2025 19:10:44.1","UTA-IOB-Air-Hillcrest","34.9","66.6","944.1","276.1","78.1","28","6.4","24"
"12/1/2025 19:10:10","UTA-IOB-Air-Gregory","23.6","66.6","944.1","235.4","398.2","28","6.4","24"
"12/1/2025 19:05:44","UTA-IOB-Air-Hillcrest","34.9","66.6","944.1","276.1","78.1","28","6.4","24"
"12/1/2025 19:05:10","UTA-IOB-Air-Gregory","23.6","66.6","944.1","235.4","398.2","28","6.4","24"
"12/1/2025 19:00:44","UTA-IOB-Air-Hillcrest","34.9","66.6","944.1","276.1","78.1","28","6.4","24"
"12/1/2025 19:00:10","UTA-IOB-Air-Gregory","23.6","66.6","944.1","235.4","398.2","28","6.4","24"
"12/1/2025 18:55:44","UTA-IOB-Air-Hillcrest","34.9","66.6","944.1","276.1","78.1","28","6.4","24"
"12/1/2025 18:55:09.1","UTA-IOB-Air-Gregory","23.6","66.6","944.1","235.4","398.2","28","6.4","24"
"12/1/2025 18:50:43","UTA-IOB-Air-Hillcrest","34.9","66.6","944.1","276.1","78.1","28","6.4","24"
