SiteName,Humidity,Temperature,Noise,PM2_5,PM10,ReceivedTime,ReportedTime-UTC
G-TH,53.3,18.4,0,0,0,"1/12/2025, 16:25:08",2025-01-12T22:25:08.105Z
G-TH,54.3,18.3,0,0,0,"1/12/2025, 16:24:38",2025-01-12T22:24:38.080Z
G-TH,54.9,18.3,0,0,0,"1/12/2025, 16:24:08",2025-01-12T22:24:08.075Z
G-TH,54.8,18.1,0,0,0,"1/12/2025, 16:23:38",2025-01-12T22:23:38.052Z
G-TH,54.8,18.1,0,0,0,"1/12/2025, 16:23:08",2025-01-12T22:23:08.037Z
H-TH,49.2,17.6,0,0,0,"1/12/2025, 16:19:28",2025-01-12T22:19:27.798Z
H-TH,49.3,17.6,0,0,0,"1/12/2025, 16:18:48",2025-01-12T22:18:47.818Z
H-TH,49.2,17.6,0,0,0,"1/12/2025, 16:18:08",2025-01-12T22:18:07.784Z
G-TH,54.5,17.9,0,0,0,"1/12/2025, 16:17:38",2025-01-12T22:17:37.946Z
H-TH,50.0,17.5,0,1,1,"1/12/2025, 16:17:28",2025-01-12T22:17:27.775Z
G-TH,54.7,17.8,0,0,0,"1/12/2025, 16:17:08",2025-01-12T22:17:07.949Z
H-TH,49.4,17.4,0,0,0,"1/12/2025, 16:16:48",2025-01-12T22:16:47.767Z
G-TH,55.0,17.7,0,0,0,"1/12/2025, 16:16:38",2025-01-12T22:16:37.928Z
G-TH,55.0,17.6,0,0,0,"1/12/2025, 16:16:08",2025-01-12T22:16:07.931Z
H-TH,49.9,17.4,0,0,0,"1/12/2025, 16:16:08",2025-01-12T22:16:07.763Z
G-TH,55.4,17.4,0,0,0,"1/12/2025, 16:15:38",2025-01-12T22:15:37.929Z
H-TH,49.4,17.4,0,0,0,"1/12/2025, 16:15:28",2025-01-12T22:15:27.757Z
G-TH,56.1,17.4,0,0,0,"1/12/2025, 16:15:08",2025-01-12T22:15:07.935Z
G-TH,56.4,17.3,0,0,0,"1/12/2025, 16:14:38",2025-01-12T22:14:37.892Z
G-TH,57.0,17.1,0,0,0,"1/12/2025, 16:14:08",2025-01-12T22:14:07.881Z
G-TH,57.7,17.0,0,0,0,"1/12/2025, 16:13:38",2025-01-12T22:13:37.887Z
G-TH,58.3,16.8,0,0,0,"1/12/2025, 16:13:08",2025-01-12T22:13:07.878Z
G-TH,59.3,16.5,0,0,0,"1/12/2025, 16:07:38",2025-01-12T22:07:37.814Z
G-TH,59.4,16.5,0,0,0,"1/12/2025, 16:07:08",2025-01-12T22:07:07.783Z
G-TH,59.0,16.5,0,0,0,"1/12/2025, 16:06:37",2025-01-12T22:06:37.799Z
G-TH,58.5,16.6,0,0,0,"1/12/2025, 16:06:08",2025-01-12T22:06:07.779Z
G-TH,58.2,16.8,0,0,0,"1/12/2025, 16:05:38",2025-01-12T22:05:37.782Z
G-TH,57.7,16.8,0,0,0,"1/12/2025, 16:05:08",2025-01-12T22:05:07.786Z
G-TH,57.7,16.8,0,0,0,"1/12/2025, 16:04:38",2025-01-12T22:04:37.788Z
G-TH,59.1,16.8,0,0,0,"1/12/2025, 16:04:08",2025-01-12T22:04:07.732Z
G-TH,58.1,16.8,0,0,0,"1/12/2025, 16:03:38",2025-01-12T22:03:37.727Z
G-TH,58.7,16.8,0,0,0,"1/12/2025, 16:03:08",2025-01-12T22:03:07.704Z
IOB-Air-Gen4-12062024,62.9,15.0,0,0,0,"1/12/2025, 16:01:34",2025-01-12T22:01:34.273Z
G-TH,57.9,17.0,0,0,0,"1/12/2025, 15:57:38",2025-01-12T21:57:37.619Z
G-TH,56.7,17.5,0,0,0,"1/12/2025, 15:57:08",2025-01-12T21:57:07.602Z
G-TH,55.9,17.7,0,0,0,"1/12/2025, 15:56:37",2025-01-12T21:56:37.583Z
G-TH,54.4,18.0,0,0,0,"1/12/2025, 15:56:08",2025-01-12T21:56:07.575Z
G-TH,53.2,18.2,0,0,0,"1/12/2025, 15:55:38",2025-01-12T21:55:37.563Z
IOB-Air-Gen4-12062024,62.6,15.2,0,0,0,"1/12/2025, 15:55:34",2025-01-12T21:55:34.230Z
G-TH,51.9,18.2,0,0,0,"1/12/2025, 15:55:07",2025-01-12T21:55:07.590Z
G-TH,52.4,18.2,0,0,0,"1/12/2025, 15:54:37",2025-01-12T21:54:37.564Z
G-TH,52.1,18.1,0,0,0,"1/12/2025, 15:54:08",2025-01-12T21:54:07.544Z
G-TH,51.8,18.2,0,0,0,"1/12/2025, 15:53:38",2025-01-12T21:53:37.553Z
G-TH,51.8,18.2,0,0,1,"1/12/2025, 15:53:07",2025-01-12T21:53:07.514Z
IOB-Air-Gen4-12062024,58.8,16.1,0,0,0,"1/12/2025, 15:49:34",2025-01-12T21:49:34.217Z
G-TH,49.7,19.1,0,0,0,"1/12/2025, 15:47:38",2025-01-12T21:47:37.418Z
G-TH,50.0,19.1,0,0,0,"1/12/2025, 15:47:07",2025-01-12T21:47:07.412Z
G-TH,50.1,19.1,0,0,0,"1/12/2025, 15:46:37",2025-01-12T21:46:37.458Z
G-TH,49.6,19.1,0,0,0,"1/12/2025, 15:46:07",2025-01-12T21:46:07.403Z
G-TH,49.7,19.1,0,0,0,"1/12/2025, 15:45:37",2025-01-12T21:45:37.402Z
G-TH,49.6,19.1,0,0,0,"1/12/2025, 15:45:07",2025-01-12T21:45:07.392Z
G-TH,49.6,19.1,0,0,0,"1/12/2025, 15:44:37",2025-01-12T21:44:37.393Z
G-TH,50.3,19.1,0,0,0,"1/12/2025, 15:44:07",2025-01-12T21:44:07.379Z
G-TH,50.8,19.0,0,0,0,"1/12/2025, 15:43:38",2025-01-12T21:43:37.369Z
IOB-Air-Gen4-12062024,54.7,17.8,0,0,0,"1/12/2025, 15:43:34",2025-01-12T21:43:34.174Z
G-TH,50.5,18.9,0,0,0,"1/12/2025, 15:43:07",2025-01-12T21:43:07.357Z
G-TH,0.0,0.0,0,0,0,"1/12/2025, 15:42:37",2025-01-12T21:42:37.339Z
IOB-Air-Gen4-12062024,56.9,17.0,0,0,0,"1/12/2025, 15:37:34",2025-01-12T21:37:34.133Z
G-TH,52.6,18.1,0,0,0,"1/12/2025, 15:37:07",2025-01-12T21:37:07.252Z
G-TH,52.7,18.0,0,0,0,"1/12/2025, 15:36:37",2025-01-12T21:36:37.271Z
G-TH,53.0,17.9,0,0,0,"1/12/2025, 15:36:07",2025-01-12T21:36:07.223Z
G-TH,52.8,17.9,0,0,0,"1/12/2025, 15:35:37",2025-01-12T21:35:37.217Z
G-TH,52.9,18.0,0,0,0,"1/12/2025, 15:35:07",2025-01-12T21:35:07.180Z
G-TH,52.0,18.0,0,0,0,"1/12/2025, 15:34:37",2025-01-12T21:34:37.170Z
G-TH,52.1,18.0,0,0,0,"1/12/2025, 15:34:07",2025-01-12T21:34:07.156Z
G-TH,52.1,18.2,0,0,0,"1/12/2025, 15:33:37",2025-01-12T21:33:37.149Z
G-TH,52.0,18.2,0,0,0,"1/12/2025, 15:33:07",2025-01-12T21:33:07.158Z
G-TH,0.0,0.0,0,0,0,"1/12/2025, 15:32:37",2025-01-12T21:32:37.160Z
IOB-Air-Gen4-12062024,56.0,17.5,0,0,0,"1/12/2025, 15:32:14",2025-01-12T21:32:14.101Z
IOB-Air-Gen4-12062024,56.5,17.3,0,0,0,"1/12/2025, 15:31:35",2025-01-12T21:31:34.094Z
G-TH,50.2,18.8,0,0,0,"1/12/2025, 15:27:07",2025-01-12T21:27:07.039Z
G-TH,49.8,18.8,0,0,0,"1/12/2025, 15:26:37",2025-01-12T21:26:37.068Z
IOB-Air-Gen4-12062024,58.6,16.1,0,0,0,"1/12/2025, 15:26:14",2025-01-12T21:26:14.052Z
G-TH,50.5,18.8,0,0,0,"1/12/2025, 15:26:07",2025-01-12T21:26:07.013Z
G-TH,50.5,18.6,0,0,0,"1/12/2025, 15:25:37",2025-01-12T21:25:37.056Z
IOB-Air-Gen4-12062024,57.2,16.3,0,0,0,"1/12/2025, 15:25:34",2025-01-12T21:25:34.058Z
G-TH,50.7,18.5,0,0,0,"1/12/2025, 15:25:07",2025-01-12T21:25:07.012Z
G-TH,50.5,18.4,0,0,0,"1/12/2025, 15:24:37",2025-01-12T21:24:37.003Z
G-TH,50.3,18.5,0,0,0,"1/12/2025, 15:24:07",2025-01-12T21:24:07.001Z
G-TH,49.8,18.4,0,0,0,"1/12/2025, 15:23:37",2025-01-12T21:23:37.000Z
G-TH,50.2,18.4,0,0,0,"1/12/2025, 15:23:07",2025-01-12T21:23:06.992Z
G-TH,50.0,18.4,0,0,9,"1/12/2025, 15:22:37",2025-01-12T21:22:36.975Z
IOB-Air-Gen4-12062024,56.7,17.0,0,0,0,"1/12/2025, 15:20:14",2025-01-12T21:20:14.062Z
IOB-Air-Gen4-12062024,57.8,16.9,0,0,0,"1/12/2025, 15:19:34",2025-01-12T21:19:34.010Z
G-TH,50.5,18.3,0,0,0,"1/12/2025, 15:17:07",2025-01-12T21:17:06.872Z
G-TH,49.7,18.4,0,0,0,"1/12/2025, 15:16:37",2025-01-12T21:16:36.877Z
G-TH,49.0,18.6,0,0,0,"1/12/2025, 15:16:07",2025-01-12T21:16:06.902Z
G-TH,49.5,19.0,0,0,0,"1/12/2025, 15:15:37",2025-01-12T21:15:36.848Z
G-TH,49.2,19.1,0,0,0,"1/12/2025, 15:15:07",2025-01-12T21:15:06.829Z
G-TH,49.6,18.9,0,0,0,"1/12/2025, 15:14:37",2025-01-12T21:14:36.842Z
IOB-Air-Gen4-12062024,63.4,15.4,0,0,0,"1/12/2025, 15:14:14",2025-01-12T21:14:13.984Z
G-TH,49.5,19.1,0,0,0,"1/12/2025, 15:14:07",2025-01-12T21:14:06.817Z
G-TH,49.8,19.0,0,0,0,"1/12/2025, 15:13:37",2025-01-12T21:13:36.782Z
IOB-Air-Gen4-12062024,62.0,15.3,0,0,0,"1/12/2025, 15:13:34",2025-01-12T21:13:33.972Z
G-TH,49.6,18.9,0,0,0,"1/12/2025, 15:13:07",2025-01-12T21:13:06.789Z
G-TH,49.9,19.0,0,1,1,"1/12/2025, 15:12:37",2025-01-12T21:12:36.766Z
IOB-Air-Gen4-12062024,61.0,15.7,0,0,0,"1/12/2025, 15:08:14",2025-01-12T21:08:13.941Z
IOB-Air-Gen4-12062024,62.0,15.7,0,1,1,"1/12/2025, 15:07:34",2025-01-12T21:07:33.937Z
G-TH,48.2,19.2,0,0,0,"1/12/2025, 15:07:07",2025-01-12T21:07:06.669Z
G-TH,48.4,19.1,0,0,0,"1/12/2025, 15:06:37",2025-01-12T21:06:36.678Z
G-TH,49.3,19.1,0,0,0,"1/12/2025, 15:06:07",2025-01-12T21:06:06.677Z
G-TH,50.1,19.0,0,0,0,"1/12/2025, 15:05:37",2025-01-12T21:05:36.648Z
G-TH,50.0,18.9,0,0,0,"1/12/2025, 15:05:07",2025-01-12T21:05:06.657Z
G-TH,50.4,18.9,0,0,0,"1/12/2025, 15:04:37",2025-01-12T21:04:36.615Z
G-TH,50.9,18.9,0,0,0,"1/12/2025, 15:04:06",2025-01-12T21:04:06.615Z
G-TH,50.3,18.9,0,0,0,"1/12/2025, 15:03:36",2025-01-12T21:03:36.663Z
G-TH,50.9,19.0,0,0,0,"1/12/2025, 15:03:07",2025-01-12T21:03:06.672Z
G-TH,49.8,19.1,0,0,0,"1/12/2025, 15:02:37",2025-01-12T21:02:36.632Z
G-TH,50.2,18.4,0,0,0,"1/12/2025, 14:57:07",2025-01-12T20:57:06.517Z
G-TH,50.3,18.5,0,0,0,"1/12/2025, 14:56:36",2025-01-12T20:56:36.511Z
G-TH,50.6,18.7,0,0,0,"1/12/2025, 14:56:06",2025-01-12T20:56:06.516Z
G-TH,51.4,18.4,0,0,0,"1/12/2025, 14:55:36",2025-01-12T20:55:36.506Z
G-TH,50.9,18.3,0,0,0,"1/12/2025, 14:55:07",2025-01-12T20:55:06.511Z
G-TH,51.8,18.4,0,0,0,"1/12/2025, 14:54:37",2025-01-12T20:54:36.486Z
G-TH,51.5,18.2,0,0,0,"1/12/2025, 14:54:06",2025-01-12T20:54:06.472Z
G-TH,52.1,18.1,0,0,0,"1/12/2025, 14:53:36",2025-01-12T20:53:36.506Z
G-TH,51.2,17.9,0,0,0,"1/12/2025, 14:53:06",2025-01-12T20:53:06.459Z
G-TH,51.5,17.9,0,1,1,"1/12/2025, 14:52:37",2025-01-12T20:52:36.478Z
H-TH,49.7,18.6,0,0,0,"1/12/2025, 14:50:47",2025-01-12T20:50:47.356Z
H-TH,49.2,18.6,0,1,1,"1/12/2025, 14:50:07",2025-01-12T20:50:07.307Z
H-TH,49.4,18.7,0,0,0,"1/12/2025, 14:49:27",2025-01-12T20:49:27.295Z
H-TH,49.9,18.7,0,0,0,"1/12/2025, 14:48:47",2025-01-12T20:48:47.295Z
H-TH,50.1,18.6,0,0,0,"1/12/2025, 14:48:07",2025-01-12T20:48:07.329Z
H-TH,49.9,18.5,0,0,0,"1/12/2025, 14:47:27",2025-01-12T20:47:27.291Z
G-TH,51.0,18.3,0,0,0,"1/12/2025, 14:47:06",2025-01-12T20:47:06.345Z
H-TH,50.3,18.5,0,1,2,"1/12/2025, 14:46:47",2025-01-12T20:46:47.281Z
G-TH,50.2,18.4,0,0,0,"1/12/2025, 14:46:37",2025-01-12T20:46:36.331Z
G-TH,49.8,18.4,0,0,0,"1/12/2025, 14:46:06",2025-01-12T20:46:06.314Z
G-TH,49.8,18.5,0,0,0,"1/12/2025, 14:45:36",2025-01-12T20:45:36.301Z
G-TH,50.1,18.7,0,0,0,"1/12/2025, 14:45:06",2025-01-12T20:45:06.286Z
G-TH,48.9,19.0,0,0,0,"1/12/2025, 14:44:36",2025-01-12T20:44:36.283Z
G-TH,49.4,19.0,0,0,0,"1/12/2025, 14:44:07",2025-01-12T20:44:06.273Z
G-TH,49.4,19.1,0,0,0,"1/12/2025, 14:43:37",2025-01-12T20:43:36.270Z
G-TH,48.9,19.4,0,0,0,"1/12/2025, 14:43:06",2025-01-12T20:43:06.267Z
G-TH,50.0,19.7,0,0,0,"1/12/2025, 14:42:37",2025-01-12T20:42:36.269Z
G-TH,48.6,19.4,0,0,0,"1/12/2025, 14:37:06",2025-01-12T20:37:06.163Z
G-TH,47.4,19.6,0,0,0,"1/12/2025, 14:36:36",2025-01-12T20:36:36.199Z
H-TH,48.3,19.2,0,0,2,"1/12/2025, 14:36:07",2025-01-12T20:36:07.183Z
G-TH,49.0,19.9,0,0,0,"1/12/2025, 14:36:06",2025-01-12T20:36:06.158Z
G-TH,48.5,19.7,0,0,0,"1/12/2025, 14:35:37",2025-01-12T20:35:36.172Z
H-TH,48.5,19.2,0,0,1,"1/12/2025, 14:35:27",2025-01-12T20:35:27.165Z
G-TH,47.8,19.7,0,0,0,"1/12/2025, 14:35:06",2025-01-12T20:35:06.152Z
H-TH,48.3,19.0,0,0,1,"1/12/2025, 14:34:47",2025-01-12T20:34:47.149Z
G-TH,47.0,20.0,0,0,0,"1/12/2025, 14:34:36",2025-01-12T20:34:36.133Z
H-TH,49.4,19.1,0,0,0,"1/12/2025, 14:34:07",2025-01-12T20:34:07.203Z
G-TH,47.8,20.1,0,0,0,"1/12/2025, 14:34:06",2025-01-12T20:34:06.119Z
G-TH,47.7,20.0,0,0,0,"1/12/2025, 14:33:36",2025-01-12T20:33:36.108Z
H-TH,49.2,19.0,0,0,0,"1/12/2025, 14:33:27",2025-01-12T20:33:27.148Z
G-TH,47.4,20.1,0,0,0,"1/12/2025, 14:33:06",2025-01-12T20:33:06.092Z
H-TH,49.2,19.0,0,1,1,"1/12/2025, 14:32:47",2025-01-12T20:32:47.141Z
G-TH,47.8,19.9,0,0,0,"1/12/2025, 14:32:36",2025-01-12T20:32:36.073Z
H-TH,48.9,19.0,0,1,1,"1/12/2025, 14:32:07",2025-01-12T20:32:07.180Z
H-TH,49.5,19.0,0,2,2,"1/12/2025, 14:31:27",2025-01-12T20:31:27.130Z
G-TH,48.7,19.8,0,0,0,"1/12/2025, 14:27:06",2025-01-12T20:27:05.960Z
G-TH,49.3,19.9,0,0,0,"1/12/2025, 14:26:36",2025-01-12T20:26:35.955Z
G-TH,48.9,19.9,0,0,0,"1/12/2025, 14:26:06",2025-01-12T20:26:05.983Z
G-TH,48.1,19.9,0,0,0,"1/12/2025, 14:25:36",2025-01-12T20:25:35.922Z
G-TH,47.3,20.0,0,0,0,"1/12/2025, 14:25:06",2025-01-12T20:25:05.917Z
G-TH,48.2,20.4,0,0,0,"1/12/2025, 14:24:36",2025-01-12T20:24:35.933Z
G-TH,47.9,20.3,0,0,0,"1/12/2025, 14:24:06",2025-01-12T20:24:05.914Z
G-TH,48.7,20.0,0,0,0,"1/12/2025, 14:23:36",2025-01-12T20:23:35.883Z
G-TH,48.3,19.7,0,0,0,"1/12/2025, 14:23:06",2025-01-12T20:23:05.874Z
G-TH,48.1,19.9,0,0,0,"1/12/2025, 14:22:36",2025-01-12T20:22:35.868Z
H-TH,47.7,19.7,0,0,0,"1/12/2025, 14:20:47",2025-01-12T20:20:47.024Z
H-TH,48.3,19.5,0,0,0,"1/12/2025, 14:20:07",2025-01-12T20:20:07.001Z
H-TH,48.2,19.3,0,0,0,"1/12/2025, 14:19:27",2025-01-12T20:19:27.002Z
H-TH,48.2,19.2,0,0,0,"1/12/2025, 14:18:47",2025-01-12T20:18:47.016Z
H-TH,48.1,19.4,0,0,0,"1/12/2025, 14:18:07",2025-01-12T20:18:06.994Z
H-TH,49.4,19.5,0,0,0,"1/12/2025, 14:17:27",2025-01-12T20:17:26.982Z
G-TH,54.6,17.7,0,0,0,"1/12/2025, 14:17:06",2025-01-12T20:17:05.751Z
H-TH,49.5,19.4,0,0,0,"1/12/2025, 14:16:47",2025-01-12T20:16:46.977Z
G-TH,54.5,17.6,0,0,0,"1/12/2025, 14:16:36",2025-01-12T20:16:35.744Z
G-TH,53.8,17.8,0,0,0,"1/12/2025, 14:16:05",2025-01-12T20:16:05.773Z
G-TH,54.4,17.8,0,0,0,"1/12/2025, 14:15:36",2025-01-12T20:15:35.762Z
G-TH,54.2,17.7,0,0,0,"1/12/2025, 14:15:06",2025-01-12T20:15:05.757Z
G-TH,54.0,17.8,0,0,1,"1/12/2025, 14:14:35",2025-01-12T20:14:35.743Z
G-TH,53.5,18.0,0,0,1,"1/12/2025, 14:14:06",2025-01-12T20:14:05.740Z
G-TH,53.4,18.2,0,0,0,"1/12/2025, 14:13:36",2025-01-12T20:13:35.774Z
G-TH,53.2,18.3,0,0,0,"1/12/2025, 14:13:06",2025-01-12T20:13:05.746Z
G-TH,53.8,18.4,0,1,1,"1/12/2025, 14:12:35",2025-01-12T20:12:35.690Z
G-TH,52.0,18.7,0,0,0,"1/12/2025, 14:07:05",2025-01-12T20:07:05.629Z
G-TH,52.2,19.0,0,0,0,"1/12/2025, 14:06:35",2025-01-12T20:06:35.610Z
H-TH,50.2,18.7,0,0,0,"1/12/2025, 14:06:07",2025-01-12T20:06:06.867Z
G-TH,50.9,19.1,0,0,0,"1/12/2025, 14:06:05",2025-01-12T20:06:05.554Z
G-TH,50.9,19.1,0,0,0,"1/12/2025, 14:05:36",2025-01-12T20:05:35.580Z
H-TH,50.7,18.9,0,0,0,"1/12/2025, 14:05:27",2025-01-12T20:05:26.865Z
G-TH,52.3,19.2,0,0,0,"1/12/2025, 14:05:05",2025-01-12T20:05:05.531Z
H-TH,50.7,18.7,0,0,0,"1/12/2025, 14:04:47",2025-01-12T20:04:46.890Z
G-TH,51.8,19.1,0,0,0,"1/12/2025, 14:04:35",2025-01-12T20:04:35.562Z
H-TH,51.0,18.5,0,0,0,"1/12/2025, 14:04:07",2025-01-12T20:04:06.856Z
G-TH,52.4,19.1,0,1,1,"1/12/2025, 14:04:06",2025-01-12T20:04:05.552Z
G-TH,52.9,18.9,0,0,0,"1/12/2025, 14:03:36",2025-01-12T20:03:35.517Z
H-TH,50.7,18.3,0,0,0,"1/12/2025, 14:03:27",2025-01-12T20:03:26.844Z
G-TH,53.0,18.7,0,0,0,"1/12/2025, 14:03:05",2025-01-12T20:03:05.475Z
H-TH,52.6,18.3,0,0,0,"1/12/2025, 14:02:47",2025-01-12T20:02:46.836Z
G-TH,53.2,18.6,0,1,1,"1/12/2025, 14:02:35",2025-01-12T20:02:35.479Z
H-TH,52.2,18.1,0,0,0,"1/12/2025, 14:02:07",2025-01-12T20:02:06.854Z
G-TH,54.1,18.4,0,0,0,"1/12/2025, 13:57:05",2025-01-12T19:57:05.361Z
G-TH,54.5,18.4,0,0,0,"1/12/2025, 13:56:35",2025-01-12T19:56:35.330Z
G-TH,54.9,18.1,0,2,2,"1/12/2025, 13:56:05",2025-01-12T19:56:05.319Z
G-TH,55.4,17.9,0,0,0,"1/12/2025, 13:55:35",2025-01-12T19:55:35.348Z
G-TH,55.4,17.8,0,0,2,"1/12/2025, 13:55:05",2025-01-12T19:55:05.300Z
G-TH,55.3,17.8,0,0,1,"1/12/2025, 13:54:35",2025-01-12T19:54:35.300Z
G-TH,55.8,18.0,0,0,1,"1/12/2025, 13:54:05",2025-01-12T19:54:05.292Z
G-TH,54.7,17.8,0,0,1,"1/12/2025, 13:53:35",2025-01-12T19:53:35.287Z
G-TH,54.3,18.4,0,0,1,"1/12/2025, 13:53:05",2025-01-12T19:53:05.341Z
G-TH,55.2,18.3,0,2,2,"1/12/2025, 13:52:35",2025-01-12T19:52:35.304Z
H-TH,54.4,17.8,0,0,0,"1/12/2025, 13:51:26",2025-01-12T19:51:26.734Z
H-TH,54.8,17.5,0,0,0,"1/12/2025, 13:50:47",2025-01-12T19:50:46.728Z
H-TH,55.1,17.2,0,0,0,"1/12/2025, 13:50:07",2025-01-12T19:50:06.721Z
H-TH,55.6,16.9,0,0,0,"1/12/2025, 13:49:26",2025-01-12T19:49:26.711Z
H-TH,55.6,16.7,0,0,0,"1/12/2025, 13:48:46",2025-01-12T19:48:46.699Z
H-TH,55.0,16.6,0,0,0,"1/12/2025, 13:48:07",2025-01-12T19:48:06.699Z
H-TH,55.3,16.7,0,0,0,"1/12/2025, 13:47:26",2025-01-12T19:47:26.713Z
G-TH,57.5,17.1,0,1,1,"1/12/2025, 13:47:05",2025-01-12T19:47:05.249Z
G-TH,56.5,17.1,0,1,1,"1/12/2025, 13:46:35",2025-01-12T19:46:35.238Z
G-TH,56.8,17.4,0,2,3,"1/12/2025, 13:46:05",2025-01-12T19:46:05.207Z
G-TH,56.8,17.3,0,1,1,"1/12/2025, 13:45:35",2025-01-12T19:45:35.186Z
G-TH,56.9,17.2,0,1,1,"1/12/2025, 13:45:05",2025-01-12T19:45:05.171Z
G-TH,57.2,17.1,0,2,2,"1/12/2025, 13:44:35",2025-01-12T19:44:35.158Z
G-TH,57.6,17.1,0,1,1,"1/12/2025, 13:44:05",2025-01-12T19:44:05.139Z
G-TH,56.8,17.0,0,0,1,"1/12/2025, 13:43:35",2025-01-12T19:43:35.132Z
G-TH,56.3,17.5,0,1,1,"1/12/2025, 13:43:05",2025-01-12T19:43:05.157Z
G-TH,56.3,17.3,0,3,3,"1/12/2025, 13:42:35",2025-01-12T19:42:35.101Z
H-TH,55.2,16.7,0,0,1,"1/12/2025, 13:36:46",2025-01-12T19:36:46.555Z
G-TH,56.4,17.3,0,2,2,"1/12/2025, 13:36:35",2025-01-12T19:36:34.989Z
H-TH,55.5,16.6,0,0,0,"1/12/2025, 13:36:06",2025-01-12T19:36:06.560Z
G-TH,54.2,17.6,0,2,2,"1/12/2025, 13:36:05",2025-01-12T19:36:04.963Z
G-TH,53.4,18.6,0,0,1,"1/12/2025, 13:35:35",2025-01-12T19:35:34.953Z
H-TH,55.1,16.7,0,0,0,"1/12/2025, 13:35:26",2025-01-12T19:35:26.544Z
G-TH,53.5,18.7,0,1,1,"1/12/2025, 13:35:05",2025-01-12T19:35:04.938Z
H-TH,55.9,16.5,0,0,0,"1/12/2025, 13:34:47",2025-01-12T19:34:46.574Z
G-TH,53.8,18.6,0,0,0,"1/12/2025, 13:34:35",2025-01-12T19:34:34.930Z
H-TH,55.6,16.3,0,0,0,"1/12/2025, 13:34:06",2025-01-12T19:34:06.532Z
G-TH,54.2,18.4,0,1,2,"1/12/2025, 13:34:05",2025-01-12T19:34:04.921Z
G-TH,55.1,18.3,0,0,1,"1/12/2025, 13:33:35",2025-01-12T19:33:34.918Z
H-TH,56.4,16.3,0,0,0,"1/12/2025, 13:33:26",2025-01-12T19:33:26.524Z
G-TH,55.1,18.1,0,2,2,"1/12/2025, 13:33:05",2025-01-12T19:33:04.946Z
H-TH,57.2,16.0,0,0,0,"1/12/2025, 13:32:47",2025-01-12T19:32:46.510Z
G-TH,55.6,18.0,0,2,2,"1/12/2025, 13:32:35",2025-01-12T19:32:34.930Z
H-TH,57.8,15.8,0,0,0,"1/12/2025, 13:32:06",2025-01-12T19:32:06.499Z
G-TH,0.0,0.0,0,0,0,"1/12/2025, 13:32:05",2025-01-12T19:32:04.915Z
G-TH,56.4,18.0,0,1,1,"1/12/2025, 13:26:35",2025-01-12T19:26:34.840Z
G-TH,56.3,17.7,0,0,1,"1/12/2025, 13:26:05",2025-01-12T19:26:04.822Z
G-TH,56.5,17.6,0,0,0,"1/12/2025, 13:25:35",2025-01-12T19:25:34.796Z
G-TH,56.2,17.4,0,0,0,"1/12/2025, 13:25:05",2025-01-12T19:25:04.799Z
G-TH,55.8,17.5,0,0,1,"1/12/2025, 13:24:35",2025-01-12T19:24:34.810Z
G-TH,56.4,17.5,0,0,0,"1/12/2025, 13:24:05",2025-01-12T19:24:04.790Z
G-TH,56.2,17.2,0,0,0,"1/12/2025, 13:23:35",2025-01-12T19:23:34.752Z
G-TH,56.9,17.4,0,2,2,"1/12/2025, 13:23:05",2025-01-12T19:23:04.737Z
