SiteName,Humidity,Temperature,Noise,PM2_5,PM10,ReceivedTime,ReportedTime-UTC
H-TH,47.4,13.4,0,0,0,"1/13/2025, 17:19:23",2025-01-13T23:19:23.185Z
G-TH,51.6,12.2,0,0,0,"1/13/2025, 17:19:18",2025-01-13T23:19:17.765Z
G-TH,51.5,12.3,0,0,0,"1/13/2025, 17:18:47",2025-01-13T23:18:47.759Z
H-TH,47.7,13.5,0,0,0,"1/13/2025, 17:18:43",2025-01-13T23:18:43.183Z
G-TH,51.3,12.2,0,0,0,"1/13/2025, 17:18:18",2025-01-13T23:18:17.748Z
H-TH,47.7,13.4,0,0,0,"1/13/2025, 17:18:03",2025-01-13T23:18:03.177Z
H-TH,47.7,13.3,0,0,0,"1/13/2025, 17:17:23",2025-01-13T23:17:23.172Z
H-TH,47.8,13.1,0,0,1,"1/13/2025, 17:16:43",2025-01-13T23:16:43.168Z
H-TH,47.1,13.0,0,0,0,"1/13/2025, 17:16:03",2025-01-13T23:16:03.209Z
H-TH,47.6,13.3,0,0,0,"1/13/2025, 17:15:23",2025-01-13T23:15:23.158Z
G-TH,51.3,12.6,0,0,0,"1/13/2025, 17:12:47",2025-01-13T23:12:47.648Z
G-TH,51.1,12.5,0,0,0,"1/13/2025, 17:12:17",2025-01-13T23:12:17.639Z
G-TH,50.9,12.5,0,0,0,"1/13/2025, 17:11:47",2025-01-13T23:11:47.624Z
G-TH,50.7,12.5,0,0,0,"1/13/2025, 17:11:17",2025-01-13T23:11:17.616Z
G-TH,50.6,12.5,0,0,0,"1/13/2025, 17:10:47",2025-01-13T23:10:47.612Z
G-TH,50.5,12.5,0,0,0,"1/13/2025, 17:10:17",2025-01-13T23:10:17.600Z
G-TH,50.6,12.5,0,0,0,"1/13/2025, 17:09:47",2025-01-13T23:09:47.615Z
G-TH,50.9,12.5,0,0,0,"1/13/2025, 17:09:17",2025-01-13T23:09:17.616Z
G-TH,51.2,12.5,0,1,1,"1/13/2025, 17:08:47",2025-01-13T23:08:47.592Z
G-TH,51.1,12.5,0,1,1,"1/13/2025, 17:08:17",2025-01-13T23:08:17.582Z
H-TH,47.6,13.4,0,0,0,"1/13/2025, 17:04:43",2025-01-13T23:04:43.069Z
H-TH,47.5,13.5,0,1,1,"1/13/2025, 17:04:03",2025-01-13T23:04:03.115Z
H-TH,47.8,13.4,0,0,0,"1/13/2025, 17:03:23",2025-01-13T23:03:23.068Z
H-TH,47.7,13.2,0,0,0,"1/13/2025, 17:02:43",2025-01-13T23:02:43.053Z
G-TH,50.9,12.7,0,0,0,"1/13/2025, 17:02:17",2025-01-13T23:02:17.479Z
H-TH,48.1,13.2,0,0,1,"1/13/2025, 17:02:03",2025-01-13T23:02:03.038Z
G-TH,50.9,12.7,0,0,0,"1/13/2025, 17:01:47",2025-01-13T23:01:47.480Z
H-TH,48.5,13.1,0,0,1,"1/13/2025, 17:01:23",2025-01-13T23:01:23.029Z
G-TH,50.6,12.6,0,0,0,"1/13/2025, 17:01:17",2025-01-13T23:01:17.475Z
G-TH,50.5,12.6,0,0,0,"1/13/2025, 17:00:47",2025-01-13T23:00:47.511Z
H-TH,48.4,13.2,0,0,0,"1/13/2025, 17:00:43",2025-01-13T23:00:43.025Z
G-TH,50.4,12.6,0,0,0,"1/13/2025, 17:00:17",2025-01-13T23:00:17.492Z
G-TH,50.3,12.6,0,0,0,"1/13/2025, 16:59:47",2025-01-13T22:59:47.493Z
G-TH,49.9,12.6,0,0,0,"1/13/2025, 16:59:17",2025-01-13T22:59:17.433Z
G-TH,49.7,12.6,0,0,0,"1/13/2025, 16:58:47",2025-01-13T22:58:47.420Z
G-TH,49.8,12.6,0,0,0,"1/13/2025, 16:58:17",2025-01-13T22:58:17.402Z
G-TH,0.0,0.0,0,0,0,"1/13/2025, 16:57:47",2025-01-13T22:57:47.394Z
G-TH,50.0,12.9,0,0,0,"1/13/2025, 16:52:17",2025-01-13T22:52:17.312Z
G-TH,49.8,12.9,0,0,0,"1/13/2025, 16:51:47",2025-01-13T22:51:47.315Z
G-TH,49.7,12.9,0,0,0,"1/13/2025, 16:51:17",2025-01-13T22:51:17.308Z
G-TH,49.2,13.0,0,0,0,"1/13/2025, 16:50:47",2025-01-13T22:50:47.286Z
G-TH,49.6,13.0,0,0,0,"1/13/2025, 16:50:17",2025-01-13T22:50:17.278Z
H-TH,47.3,13.7,0,0,0,"1/13/2025, 16:50:03",2025-01-13T22:50:02.978Z
G-TH,49.9,13.1,0,0,0,"1/13/2025, 16:49:47",2025-01-13T22:49:47.270Z
H-TH,47.3,13.9,0,0,0,"1/13/2025, 16:49:24",2025-01-13T22:49:22.930Z
G-TH,50.0,13.0,0,0,0,"1/13/2025, 16:49:17",2025-01-13T22:49:17.263Z
G-TH,49.8,13.0,0,0,0,"1/13/2025, 16:48:47",2025-01-13T22:48:47.257Z
H-TH,47.6,13.9,0,0,0,"1/13/2025, 16:48:42",2025-01-13T22:48:42.933Z
G-TH,49.4,13.0,0,1,1,"1/13/2025, 16:48:17",2025-01-13T22:48:17.251Z
H-TH,47.5,13.7,0,0,0,"1/13/2025, 16:48:03",2025-01-13T22:48:02.966Z
G-TH,0.0,0.0,0,4,4,"1/13/2025, 16:47:47",2025-01-13T22:47:47.255Z
H-TH,47.5,13.8,0,0,0,"1/13/2025, 16:47:23",2025-01-13T22:47:22.912Z
H-TH,47.7,13.8,0,0,0,"1/13/2025, 16:46:43",2025-01-13T22:46:42.907Z
H-TH,47.9,13.7,0,0,0,"1/13/2025, 16:46:02",2025-01-13T22:46:02.899Z
H-TH,48.0,13.4,0,2,2,"1/13/2025, 16:45:22",2025-01-13T22:45:22.896Z
G-TH,48.0,13.2,0,0,0,"1/13/2025, 16:42:17",2025-01-13T22:42:17.151Z
G-TH,48.6,13.3,0,0,0,"1/13/2025, 16:41:47",2025-01-13T22:41:47.159Z
G-TH,48.0,13.3,0,0,0,"1/13/2025, 16:41:17",2025-01-13T22:41:17.169Z
G-TH,47.9,13.4,0,0,0,"1/13/2025, 16:40:47",2025-01-13T22:40:47.139Z
G-TH,47.7,13.3,0,0,0,"1/13/2025, 16:40:17",2025-01-13T22:40:17.146Z
G-TH,47.4,13.4,0,0,0,"1/13/2025, 16:39:47",2025-01-13T22:39:47.137Z
G-TH,46.9,13.3,0,0,0,"1/13/2025, 16:39:17",2025-01-13T22:39:17.130Z
G-TH,46.7,13.5,0,0,0,"1/13/2025, 16:38:47",2025-01-13T22:38:47.110Z
G-TH,47.6,13.6,0,0,0,"1/13/2025, 16:38:17",2025-01-13T22:38:17.113Z
G-TH,47.3,13.4,0,2,2,"1/13/2025, 16:37:47",2025-01-13T22:37:47.089Z
H-TH,46.9,13.8,0,0,0,"1/13/2025, 16:34:43",2025-01-13T22:34:42.836Z
H-TH,46.9,14.1,0,0,1,"1/13/2025, 16:34:03",2025-01-13T22:34:02.827Z
H-TH,47.0,14.2,0,1,2,"1/13/2025, 16:33:23",2025-01-13T22:33:22.829Z
H-TH,46.7,14.1,0,1,1,"1/13/2025, 16:32:42",2025-01-13T22:32:42.841Z
G-TH,44.8,13.9,0,0,0,"1/13/2025, 16:32:17",2025-01-13T22:32:16.984Z
H-TH,45.7,14.3,0,0,0,"1/13/2025, 16:32:03",2025-01-13T22:32:02.812Z
G-TH,45.3,13.9,0,0,0,"1/13/2025, 16:31:47",2025-01-13T22:31:46.975Z
H-TH,46.4,14.4,0,0,0,"1/13/2025, 16:31:23",2025-01-13T22:31:22.843Z
G-TH,46.2,14.0,0,0,0,"1/13/2025, 16:31:17",2025-01-13T22:31:16.954Z
G-TH,46.1,13.9,0,0,0,"1/13/2025, 16:30:47",2025-01-13T22:30:46.943Z
H-TH,46.3,14.4,0,1,1,"1/13/2025, 16:30:43",2025-01-13T22:30:42.787Z
G-TH,46.2,13.8,0,0,0,"1/13/2025, 16:30:17",2025-01-13T22:30:16.974Z
G-TH,46.0,13.9,0,0,0,"1/13/2025, 16:29:47",2025-01-13T22:29:46.910Z
G-TH,46.6,13.8,0,0,0,"1/13/2025, 16:29:17",2025-01-13T22:29:16.931Z
G-TH,46.4,13.8,0,0,0,"1/13/2025, 16:28:47",2025-01-13T22:28:46.908Z
G-TH,47.3,13.8,0,0,0,"1/13/2025, 16:28:17",2025-01-13T22:28:16.885Z
G-TH,47.1,13.6,0,3,3,"1/13/2025, 16:27:47",2025-01-13T22:27:46.921Z
G-TH,45.7,13.7,0,0,0,"1/13/2025, 16:22:17",2025-01-13T22:22:16.770Z
G-TH,45.9,13.6,0,0,0,"1/13/2025, 16:21:47",2025-01-13T22:21:46.798Z
G-TH,46.0,13.7,0,0,0,"1/13/2025, 16:21:16",2025-01-13T22:21:16.802Z
G-TH,45.6,13.8,0,0,0,"1/13/2025, 16:20:47",2025-01-13T22:20:46.758Z
G-TH,45.7,13.8,0,0,0,"1/13/2025, 16:20:17",2025-01-13T22:20:16.745Z
H-TH,46.7,14.1,0,0,1,"1/13/2025, 16:20:02",2025-01-13T22:20:02.693Z
G-TH,45.6,13.7,0,1,1,"1/13/2025, 16:19:46",2025-01-13T22:19:46.744Z
H-TH,47.0,14.2,0,0,0,"1/13/2025, 16:19:23",2025-01-13T22:19:22.685Z
G-TH,45.7,13.7,0,1,1,"1/13/2025, 16:19:16",2025-01-13T22:19:16.742Z
G-TH,46.1,13.8,0,1,1,"1/13/2025, 16:18:47",2025-01-13T22:18:46.741Z
H-TH,46.5,14.4,0,0,0,"1/13/2025, 16:18:42",2025-01-13T22:18:42.673Z
G-TH,45.8,13.5,0,0,0,"1/13/2025, 16:18:16",2025-01-13T22:18:16.720Z
H-TH,46.9,14.2,0,0,0,"1/13/2025, 16:18:03",2025-01-13T22:18:02.671Z
G-TH,45.2,13.7,0,0,0,"1/13/2025, 16:17:46",2025-01-13T22:17:46.725Z
H-TH,46.3,13.9,0,0,1,"1/13/2025, 16:17:23",2025-01-13T22:17:22.667Z
H-TH,46.7,13.9,0,0,1,"1/13/2025, 16:16:42",2025-01-13T22:16:42.711Z
H-TH,46.2,13.9,0,0,0,"1/13/2025, 16:16:03",2025-01-13T22:16:02.674Z
G-TH,45.7,13.8,0,0,0,"1/13/2025, 16:12:16",2025-01-13T22:12:16.665Z
G-TH,45.9,13.9,0,0,0,"1/13/2025, 16:11:46",2025-01-13T22:11:46.703Z
G-TH,46.2,13.8,0,0,0,"1/13/2025, 16:11:16",2025-01-13T22:11:16.668Z
G-TH,46.8,13.8,0,0,0,"1/13/2025, 16:10:47",2025-01-13T22:10:46.641Z
G-TH,47.0,13.8,0,0,0,"1/13/2025, 16:10:17",2025-01-13T22:10:16.636Z
G-TH,46.9,13.8,0,0,0,"1/13/2025, 16:09:46",2025-01-13T22:09:46.616Z
G-TH,46.7,13.8,0,0,0,"1/13/2025, 16:09:16",2025-01-13T22:09:16.616Z
G-TH,46.7,13.8,0,0,0,"1/13/2025, 16:08:47",2025-01-13T22:08:46.593Z
G-TH,46.2,13.8,0,0,0,"1/13/2025, 16:08:17",2025-01-13T22:08:16.570Z
G-TH,45.9,13.8,0,1,1,"1/13/2025, 16:07:46",2025-01-13T22:07:46.574Z
H-TH,44.9,15.3,0,1,1,"1/13/2025, 16:05:23",2025-01-13T22:05:22.567Z
H-TH,44.9,15.1,0,0,0,"1/13/2025, 16:04:42",2025-01-13T22:04:42.566Z
H-TH,45.1,15.0,0,1,2,"1/13/2025, 16:04:02",2025-01-13T22:04:02.555Z
H-TH,44.8,15.0,0,1,1,"1/13/2025, 16:03:23",2025-01-13T22:03:22.575Z
H-TH,45.6,14.9,0,0,1,"1/13/2025, 16:02:42",2025-01-13T22:02:42.540Z
G-TH,45.9,14.0,0,0,1,"1/13/2025, 16:02:17",2025-01-13T22:02:16.466Z
H-TH,45.2,14.6,0,0,0,"1/13/2025, 16:02:03",2025-01-13T22:02:02.529Z
G-TH,46.9,14.1,0,0,1,"1/13/2025, 16:01:47",2025-01-13T22:01:46.453Z
H-TH,44.9,14.9,0,0,0,"1/13/2025, 16:01:23",2025-01-13T22:01:22.517Z
G-TH,47.1,13.9,0,0,0,"1/13/2025, 16:01:16",2025-01-13T22:01:16.437Z
G-TH,46.8,14.0,0,0,0,"1/13/2025, 16:00:46",2025-01-13T22:00:46.441Z
G-TH,47.1,13.9,0,0,0,"1/13/2025, 16:00:17",2025-01-13T22:00:16.419Z
G-TH,47.1,13.8,0,0,0,"1/13/2025, 15:59:46",2025-01-13T21:59:46.455Z
G-TH,47.4,14.1,0,0,1,"1/13/2025, 15:59:16",2025-01-13T21:59:16.410Z
G-TH,47.6,13.9,0,0,1,"1/13/2025, 15:58:46",2025-01-13T21:58:46.418Z
G-TH,47.7,13.8,0,0,0,"1/13/2025, 15:58:16",2025-01-13T21:58:16.409Z
G-TH,47.9,13.6,0,0,0,"1/13/2025, 15:57:46",2025-01-13T21:57:46.408Z
G-TH,47.9,14.1,0,1,1,"1/13/2025, 15:52:17",2025-01-13T21:52:16.317Z
G-TH,47.3,13.9,0,1,1,"1/13/2025, 15:51:46",2025-01-13T21:51:46.316Z
G-TH,47.1,13.9,0,1,1,"1/13/2025, 15:51:16",2025-01-13T21:51:16.344Z
G-TH,47.0,13.9,0,1,1,"1/13/2025, 15:50:46",2025-01-13T21:50:46.317Z
H-TH,45.8,14.7,0,0,0,"1/13/2025, 15:50:42",2025-01-13T21:50:42.420Z
G-TH,47.0,14.1,0,0,0,"1/13/2025, 15:50:16",2025-01-13T21:50:16.299Z
H-TH,46.2,14.5,0,0,1,"1/13/2025, 15:50:03",2025-01-13T21:50:02.416Z
G-TH,45.3,14.4,0,0,0,"1/13/2025, 15:49:46",2025-01-13T21:49:46.289Z
H-TH,45.1,14.6,0,1,1,"1/13/2025, 15:49:22",2025-01-13T21:49:22.401Z
G-TH,44.6,14.6,0,0,0,"1/13/2025, 15:49:17",2025-01-13T21:49:16.279Z
G-TH,44.0,14.6,0,0,0,"1/13/2025, 15:48:46",2025-01-13T21:48:46.268Z
H-TH,44.7,14.9,0,0,2,"1/13/2025, 15:48:42",2025-01-13T21:48:42.391Z
G-TH,44.2,14.5,0,0,0,"1/13/2025, 15:48:16",2025-01-13T21:48:16.300Z
H-TH,44.0,15.1,0,0,1,"1/13/2025, 15:48:02",2025-01-13T21:48:02.381Z
G-TH,44.5,14.4,0,0,0,"1/13/2025, 15:47:46",2025-01-13T21:47:46.256Z
H-TH,45.6,15.3,0,0,0,"1/13/2025, 15:47:22",2025-01-13T21:47:22.369Z
H-TH,45.6,15.0,0,0,1,"1/13/2025, 15:46:43",2025-01-13T21:46:42.378Z
H-TH,45.4,14.8,0,0,0,"1/13/2025, 15:46:02",2025-01-13T21:46:02.364Z
G-TH,46.0,14.3,0,0,0,"1/13/2025, 15:42:16",2025-01-13T21:42:16.184Z
G-TH,46.9,14.3,0,0,0,"1/13/2025, 15:41:46",2025-01-13T21:41:46.129Z
G-TH,46.6,14.1,0,0,0,"1/13/2025, 15:41:16",2025-01-13T21:41:16.115Z
G-TH,46.1,14.2,0,0,0,"1/13/2025, 15:40:46",2025-01-13T21:40:46.092Z
G-TH,45.4,14.3,0,0,0,"1/13/2025, 15:40:16",2025-01-13T21:40:16.112Z
G-TH,45.8,14.2,0,0,0,"1/13/2025, 15:39:46",2025-01-13T21:39:46.080Z
G-TH,44.9,14.0,0,0,0,"1/13/2025, 15:39:16",2025-01-13T21:39:16.064Z
G-TH,45.2,14.2,0,0,0,"1/13/2025, 15:38:46",2025-01-13T21:38:46.062Z
G-TH,45.8,14.1,0,0,0,"1/13/2025, 15:38:16",2025-01-13T21:38:16.058Z
G-TH,46.6,14.3,0,1,1,"1/13/2025, 15:37:46",2025-01-13T21:37:46.060Z
H-TH,44.0,15.6,0,1,1,"1/13/2025, 15:35:22",2025-01-13T21:35:22.249Z
H-TH,43.7,15.3,0,1,1,"1/13/2025, 15:34:42",2025-01-13T21:34:42.247Z
H-TH,42.8,15.2,0,0,0,"1/13/2025, 15:34:02",2025-01-13T21:34:02.228Z
H-TH,42.1,15.4,0,0,0,"1/13/2025, 15:33:22",2025-01-13T21:33:22.246Z
H-TH,42.8,15.6,0,0,0,"1/13/2025, 15:32:42",2025-01-13T21:32:42.214Z
G-TH,45.1,14.2,0,0,0,"1/13/2025, 15:32:16",2025-01-13T21:32:15.997Z
H-TH,42.6,15.5,0,0,0,"1/13/2025, 15:32:02",2025-01-13T21:32:02.209Z
G-TH,44.4,14.2,0,0,0,"1/13/2025, 15:31:46",2025-01-13T21:31:45.964Z
H-TH,43.3,15.5,0,0,0,"1/13/2025, 15:31:22",2025-01-13T21:31:22.205Z
G-TH,45.6,14.2,0,0,0,"1/13/2025, 15:31:16",2025-01-13T21:31:15.970Z
G-TH,45.3,14.3,0,0,0,"1/13/2025, 15:30:46",2025-01-13T21:30:45.964Z
G-TH,47.4,14.3,0,0,1,"1/13/2025, 15:30:16",2025-01-13T21:30:15.942Z
G-TH,46.6,14.0,0,0,1,"1/13/2025, 15:29:46",2025-01-13T21:29:45.943Z
G-TH,46.7,14.2,0,0,1,"1/13/2025, 15:29:16",2025-01-13T21:29:15.932Z
G-TH,46.3,14.3,0,0,1,"1/13/2025, 15:28:46",2025-01-13T21:28:45.937Z
G-TH,46.0,14.2,0,0,1,"1/13/2025, 15:28:16",2025-01-13T21:28:15.899Z
G-TH,46.3,14.2,0,0,0,"1/13/2025, 15:27:46",2025-01-13T21:27:45.930Z
G-TH,45.3,14.6,0,1,1,"1/13/2025, 15:22:16",2025-01-13T21:22:15.802Z
G-TH,44.6,14.4,0,1,1,"1/13/2025, 15:21:46",2025-01-13T21:21:45.784Z
G-TH,45.0,14.5,0,1,1,"1/13/2025, 15:21:16",2025-01-13T21:21:15.772Z
G-TH,45.6,14.3,0,1,1,"1/13/2025, 15:20:46",2025-01-13T21:20:45.749Z
H-TH,42.8,15.7,0,0,0,"1/13/2025, 15:20:42",2025-01-13T21:20:42.097Z
G-TH,45.8,14.2,0,1,1,"1/13/2025, 15:20:16",2025-01-13T21:20:15.739Z
H-TH,43.1,15.5,0,0,0,"1/13/2025, 15:20:02",2025-01-13T21:20:02.097Z
G-TH,44.7,14.0,0,1,1,"1/13/2025, 15:19:46",2025-01-13T21:19:45.779Z
H-TH,42.7,15.5,0,0,0,"1/13/2025, 15:19:22",2025-01-13T21:19:22.070Z
G-TH,44.4,14.2,0,1,1,"1/13/2025, 15:19:16",2025-01-13T21:19:15.720Z
G-TH,46.0,14.3,0,1,1,"1/13/2025, 15:18:45",2025-01-13T21:18:45.706Z
H-TH,42.7,15.5,0,0,0,"1/13/2025, 15:18:43",2025-01-13T21:18:42.088Z
G-TH,45.8,14.2,0,1,1,"1/13/2025, 15:18:15",2025-01-13T21:18:15.699Z
H-TH,43.3,15.5,0,0,1,"1/13/2025, 15:18:02",2025-01-13T21:18:02.085Z
